StartTime,LastTime,Trans,Flgs,Dur,RunTime,IdleTime,Mean,StdDev,Sum,Min,Max,SrcMa,DstMa,sEnc,dEnc,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,AutoId,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,PCRatio,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Retrans,SrcRetra,DstRetra,pRetran,SrcGap,DstGap,Rate,SrcRate,DstRate,Dir,State,SrcWin,DstWin,SrcTCPBase,DstTCPBase,SrcMss,DstMss,TcpRtt,SynAck,AckDat,TcpOpt,Inode,Offset,sMeanPktSz,dMeanPktSz
07/03.06:03:01.218832,07/03.06:10:55.275907,1, e        ,474.057068,474.057068,1728415872.000000,474.057068,0.000000,474.057068,474.057068,474.057068,UAA,UAA,e,e,192.168.10.19,69.164.202.202,udp,ntp,ntp,192,184,cs6,ef,64,53,0,11,0xd8e1,0x3f4a,0,Start,26,13,13,2340,1170,1170,0,0,0,-0.000000,36.451309,18.225655,18.225655,0,0,0,0.000000,0,0,0,0.000000,,,0.052736,0.025313,0.025313,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,144616,90.000000,90.000000
07/03.06:03:02.532372,07/03.06:03:02.532372,1, e     A  ,0.000000,0.000000,1728415872.000000,0.000000,0.000000,0.000000,0.000000,0.000000,UAA,UAA,e,,192.168.10.14,0.0.0.1,igmp,,,0,,cs0,,1,,0,,0xf659,,0,Start,1,1,0,60,60,0,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,144704,60.000000,0.000000
07/03.06:03:02.535439,07/03.06:03:02.535439,1, e     A  ,0.000000,0.000000,1728415872.000000,0.000000,0.000000,0.000000,0.000000,0.000000,UAA,UAA,e,,192.168.10.14,0.0.0.1,igmp,,,0,,cs0,,1,,0,,0xf759,,0,Start,1,1,0,60,60,0,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,144780,60.000000,0.000000
07/03.06:03:02.535544,07/03.06:03:02.535544,1, e     A  ,0.000000,0.000000,1728415872.000000,0.000000,0.000000,0.000000,0.000000,0.000000,UAA,UAA,e,,192.168.10.14,0.0.0.1,igmp,,,0,,cs0,,1,,0,,0xf859,,0,Start,1,1,0,60,60,0,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,144856,60.000000,0.000000
07/03.06:03:02.535682,07/03.06:03:02.535682,1, e     A  ,0.000000,0.000000,1728415872.000000,0.000000,0.000000,0.000000,0.000000,0.000000,UAA,UAA,e,,192.168.10.14,0.0.0.1,igmp,,,0,,cs0,,1,,0,,0xf959,,0,Start,1,1,0,60,60,0,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,144932,60.000000,0.000000
07/03.06:03:02.558797,07/03.06:03:02.965462,1, e        ,0.406665,0.406665,1728415872.000000,0.406665,0.000000,0.406665,0.406665,0.406665,UAA,UAA,e,,192.168.10.14,224.0.0.252,udp,64252,hostmon,0,,cs0,,1,,0,,0x6b56,,0,Start,24,24,0,1680,1680,0,0,0,0,-0.000000,31672.261719,31672.261719,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,56.557610,56.557610,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,145008,70.000000,0.000000
07/03.06:03:02.793458,07/03.06:03:02.793458,1, e     A  ,0.000000,0.000000,1728415872.000000,0.000000,0.000000,0.000000,0.000000,0.000000,UAA,UAA,e,,192.168.10.14,0.0.0.2,igmp,,,0,,cs0,,1,,0,,0xfb59,,0,Start,1,1,0,62,62,0,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.000000,0.000000,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,145088,62.000000,0.000000
07/03.06:03:03.105048,07/03.06:03:05.281009,1, e        ,2.175961,2.175961,1728415872.000000,2.175961,0.000000,2.175961,2.175961,2.175961,UAA,UAA,e,e,192.168.10.14,192.168.10.1,arp,,,,,,,,,,,,,0,Start,26,24,2,1560,1440,120,0,0,0,-0.000000,5294.212402,5073.620117,220.592194,0,0,0,0.000000,0,0,0,0.000000,,,11.489177,10.570043,0.459567,who,CON,,,,,,,0.000000,0.000000,0.000000,,,145164,60.000000,60.000000
07/03.06:03:03.157115,07/03.06:03:03.218631,1, e        ,0.061516,0.061516,1728415872.000000,0.061516,0.000000,0.061516,0.061516,0.061516,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,55856,domain,0,0,cs0,cs0,128,128,0,0,0x7109,0x105e,0,Start,4,2,2,664,152,512,0,0,0,-0.000000,43175.757812,9883.607422,33292.152344,0,0,0,0.000000,0,0,0,0.000000,,,48.767799,16.255934,16.255934,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,145416,76.000000,256.000000
07/03.06:03:03.157368,07/03.06:03:03.218270,1, e        ,0.060902,0.060902,1728415872.000000,0.060902,0.000000,0.060902,0.060902,0.060902,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61517,domain,0,0,cs0,cs0,128,255,0,0,0xab5f,0xe638,0,Start,2,1,1,354,87,267,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,16.419823,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,145504,87.000000,267.000000
07/03.06:03:03.218776,07/03.06:10:36.312705,1, e        ,453.093933,453.093933,1728415872.000000,453.093933,0.000000,453.093933,453.093933,453.093933,UAA,UAA,e,e,192.168.10.19,91.189.89.199,udp,ntp,ntp,192,40,cs6,af11,64,50,0,14,0x210e,0xe4dd,0,Start,16,8,8,1440,720,720,0,0,0,-0.000000,22.247042,11.123521,11.123521,0,0,0,0.000000,0,0,0,0.000000,,,0.033106,0.015449,0.015449,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,145592,90.000000,90.000000
07/03.06:03:03.219520,07/03.06:04:03.839425,1, e s      ,60.619904,60.619904,1728415872.000000,60.619904,0.000000,60.619904,60.619904,60.619904,UAA,UAA,e,e,192.168.10.9,52.43.87.30,tcp,1115,https,0,0,cs0,cs0,128,234,0,22,0x3f0f,0x50b0,0,Start,28,14,14,6604,1863,4741,0,0,0,-0.000000,809.371155,228.307846,581.063293,5,5,0,15.151515,0,0,0,0.000000,0,0,0.445398,0.214451,0.214451, ->,FIN,64512,29440,2980738164,144914105,1460,1460,0.085102,0.084996,0.000106,MwsS,,145680,133.071426,338.642853
07/03.06:03:03.219568,07/03.06:03:03.219812,1, e        ,0.000244,0.000244,1728415872.000000,0.000244,0.000000,0.000244,0.000244,0.000244,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,63421,domain,0,0,cs0,cs0,128,128,0,0,0x7309,0x115e,0,Start,4,2,2,664,152,512,0,0,0,-0.000000,10885246.000000,2491803.250000,8393443.000000,0,0,0,0.000000,0,0,0,0.000000,,,12295.082031,4098.360840,4098.360840,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,145892,76.000000,256.000000
07/03.06:03:03.220458,07/03.06:03:03.220674,1, e        ,0.000216,0.000216,1728415872.000000,0.000216,0.000000,0.000216,0.000216,0.000216,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,51627,domain,0,0,cs0,cs0,128,128,0,0,0x7409,0x125e,0,Start,4,2,2,648,196,452,0,0,0,-0.000000,12000000.000000,3629629.500000,8370370.500000,0,0,0,0.000000,0,0,0,0.000000,,,13888.888672,4629.629395,4629.629395,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,145980,98.000000,226.000000
07/03.06:03:03.221064,07/03.06:03:03.252030,1, e        ,0.030966,0.030966,1728415872.000000,0.030966,0.000000,0.030966,0.030966,0.030966,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,63816,domain,0,0,cs0,cs0,128,128,0,0,0x7509,0x145e,0,Start,4,2,2,556,196,360,0,0,0,-0.000000,71820.703125,25318.089844,46502.613281,0,0,0,0.000000,0,0,0,0.000000,,,96.880447,32.293484,32.293484,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,146068,98.000000,180.000000
07/03.06:03:03.221250,07/03.06:03:03.251814,1, e        ,0.030564,0.030564,1728415872.000000,0.030564,0.000000,0.030564,0.030564,0.030564,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61107,domain,0,0,cs0,cs0,128,255,0,0,0xaf5f,0xe738,0,Start,2,1,1,300,109,191,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,32.718231,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,146156,109.000000,191.000000
07/03.06:03:03.285455,07/03.06:03:03.285476,1, e        ,0.000021,0.000021,1728415872.000000,0.000021,0.000000,0.000021,0.000021,0.000021,UAA,UAA,e,e,192.168.10.14,192.168.10.3,arp,,,,,,,,,,,,,0,Start,14,12,2,840,720,120,0,0,0,-0.000000,274285728.000000,251428576.000000,22857144.000000,0,0,0,0.000000,0,0,0,0.000000,,,619047.625000,523809.531250,47619.046875,who,CON,,,,,,,0.000000,0.000000,0.000000,,,146240,60.000000,60.000000
07/03.06:03:03.285524,07/03.06:03:03.285780,1, e        ,0.000256,0.000256,1728415872.000000,0.000256,0.000000,0.000256,0.000256,0.000256,UAA,UAA,e,e,192.168.10.14,192.168.10.3,udp,64927,domain,0,0,cs0,cs0,128,128,0,0,0xd66a,0x5a2b,0,Start,4,2,2,468,184,284,0,0,0,-0.000000,7312500.000000,2875000.000000,4437500.000000,0,0,0,0.000000,0,0,0,0.000000,,,11718.750000,3906.250000,3906.250000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,146492,92.000000,142.000000
07/03.06:03:03.287901,07/03.06:03:03.288082,1, e        ,0.000181,0.000181,1728415872.000000,0.000181,0.000000,0.000181,0.000181,0.000181,UAA,UAA,e,e,192.168.10.14,192.168.10.3,udp,59815,domain,0,0,cs0,cs0,128,128,0,0,0xd76a,0x5b2b,0,Start,4,2,2,328,148,180,0,0,0,-0.000000,7248619.000000,3270718.250000,3977900.750000,0,0,0,0.000000,0,0,0,0.000000,,,16574.585938,5524.861816,5524.861816,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,146580,74.000000,90.000000
07/03.06:03:03.294715,07/03.06:03:06.303175,1, e        ,3.008460,3.008460,1728415872.000000,3.008460,0.000000,3.008460,3.008460,3.008460,UAA,UAA,e,,b8:ac:6f:36:07:ee,01:80:c2:00:00:0e,lldp,,,,,,,,,,,,,0,Start,4,4,0,240,240,0,0,0,0,-0.000000,478.650208,478.650208,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.997188,0.997188,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,146664,60.000000,0.000000
07/03.06:03:03.334295,07/03.06:03:03.334449,1, e        ,0.000154,0.000154,1728415872.000000,0.000154,0.000000,0.000154,0.000154,0.000154,UAA,UAA,e,e,192.168.10.14,192.168.10.3,udp,59817,ldap,0,0,cs0,cs0,128,128,0,0,0xd86a,0x5c2b,0,Start,4,2,2,906,496,410,0,0,0,-0.000000,23532468.000000,12883117.000000,10649351.000000,0,0,0,0.000000,0,0,0,0.000000,,,19480.519531,6493.506836,6493.506836,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,146736,248.000000,205.000000
07/03.06:03:03.389855,07/03.06:03:06.701955,1, e *      ,3.312100,3.312100,1728415872.000000,3.312100,0.000000,3.312100,3.312100,3.312100,UAA,UAA,e,e,192.168.10.14,192.168.10.3,tcp,49410,ldap,0,0,cs0,cs0,128,128,0,0,0x476b,0xd92b,0,Start,29,16,13,11516,5066,6450,0,0,0,-0.000000,25854.292969,11473.083984,14381.208984,7,4,3,19.444444,0,0,0,0.000000,0,0,8.453851,4.528849,3.623079, ->,RST,65280,525568,471012717,252714178,1460,1460,0.000098,0.000051,0.000047,Mws,,146824,316.625000,496.153839
07/03.06:03:03.639526,07/03.06:03:04.792356,1, e        ,1.152830,1.152830,1728415872.000000,1.152830,0.000000,1.152830,1.152830,1.152830,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,58075,domain,0,0,cs0,cs0,128,128,0,0,0x8009,0x1d5e,0,Start,6,4,2,936,336,600,0,0,0,-0.000000,3830.573486,1748.739990,2081.833496,0,0,0,0.000000,0,0,0,0.000000,,,4.337153,2.602292,0.867431,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147036,84.000000,300.000000
07/03.06:03:03.639773,07/03.06:03:04.792008,1, e        ,1.152235,1.152235,1728415872.000000,1.152235,0.000000,1.152235,1.152235,1.152235,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61102,domain,0,0,cs0,cs0,128,255,0,0,0xb75f,0xea38,0,Start,2,1,1,406,95,311,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,0.867878,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147124,95.000000,311.000000
07/03.06:03:04.218818,07/03.06:10:54.242098,1, e        ,470.023285,470.023285,1728415872.000000,470.023285,0.000000,470.023285,470.023285,470.023285,UAA,UAA,e,e,192.168.10.19,159.203.158.197,udp,ntp,ntp,192,184,cs6,ef,64,53,0,11,0x5ebe,0xa056,0,Start,26,13,13,2340,1170,1170,0,0,0,-0.000000,36.764137,18.382069,18.382069,0,0,0,0.000000,0,0,0,0.000000,,,0.053189,0.025531,0.025531,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147212,90.000000,90.000000
07/03.06:03:04.321189,07/03.06:03:08.036458,1, eU       ,3.715269,3.715269,1728415872.000000,3.715269,0.000000,3.715269,3.715269,3.715269,UAA,UAA,e,e,192.168.10.14,192.168.10.3,udp,58984,domain,0,0,cs0,cs0,128,128,0,0,0xde6a,0xdb2b,0,Start,8,4,4,852,304,548,0,0,0,-0.000000,1375.943359,490.946930,884.996460,0,0,0,0.000000,0,0,0,0.000000,,,1.884117,0.807479,0.807479,<->,CON,,,,,,,0.000000,0.000000,0.000000,,192.168.10.14,147300,76.000000,137.000000
07/03.06:03:04.724418,07/03.06:03:04.755166,1, e        ,0.030748,0.030748,1728415872.000000,0.030748,0.000000,0.030748,0.030748,0.030748,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,62167,domain,0,0,cs0,cs0,128,255,0,0,0xb85f,0xe938,0,Start,2,1,1,345,143,202,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,32.522442,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147420,143.000000,202.000000
07/03.06:03:04.755884,07/03.06:03:05.176986,1, e        ,0.421102,0.421102,1728415872.000000,0.421102,0.000000,0.421102,0.421102,0.421102,UAA,UAA,e,,192.168.10.3,224.0.0.252,udp,64252,hostmon,0,,cs0,,1,,0,,0x6b77,,0,Start,24,24,0,3168,3168,0,0,0,0,-0.000000,57677.238281,57677.238281,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,54.618599,54.618599,0.000000, ->,INT,,,,,,,0.000000,0.000000,0.000000,,,147504,132.000000,0.000000
07/03.06:03:04.793368,07/03.06:03:04.794233,1, e        ,0.000865,0.000865,1728415872.000000,0.000865,0.000000,0.000865,0.000865,0.000865,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,57334,domain,0,0,cs0,cs0,128,128,0,0,0x8109,0x1f5e,0,Start,4,2,2,768,168,600,0,0,0,-0.000000,3551445.000000,776878.625000,2774566.500000,0,0,0,0.000000,0,0,0,0.000000,,,3468.208008,1156.069336,1156.069336,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147584,84.000000,300.000000
07/03.06:03:04.793600,07/03.06:03:04.793996,1, e        ,0.000396,0.000396,1728415872.000000,0.000396,0.000000,0.000396,0.000396,0.000396,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,60624,domain,0,0,cs0,cs0,128,255,0,0,0xba5f,0xeb38,0,Start,2,1,1,216,92,124,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,2525.252686,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147672,92.000000,124.000000
07/03.06:03:04.794743,07/03.06:03:04.794916,1, e        ,0.000173,0.000173,1728415872.000000,0.000173,0.000000,0.000173,0.000173,0.000173,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,51402,domain,0,0,cs0,cs0,128,128,0,0,0x8209,0x205e,0,Start,4,2,2,388,162,226,0,0,0,-0.000000,8971099.000000,3745665.000000,5225433.500000,0,0,0,0.000000,0,0,0,0.000000,,,17341.041016,5780.347168,5780.347168,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147756,81.000000,113.000000
07/03.06:03:04.795270,07/03.06:03:04.953098,1, e        ,0.157828,0.157828,1728415872.000000,0.157828,0.000000,0.157828,0.157828,0.157828,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,59036,domain,0,0,cs0,cs0,128,128,0,0,0x8309,0x245e,0,Start,4,2,2,436,162,274,0,0,0,-0.000000,11050.003906,4105.735352,6944.268066,0,0,0,0.000000,0,0,0,0.000000,,,19.008034,6.336011,6.336011,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147840,81.000000,137.000000
07/03.06:03:04.795448,07/03.06:03:04.952817,1, e        ,0.157369,0.157369,1728415872.000000,0.157369,0.000000,0.157369,0.157369,0.157369,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61197,domain,0,0,cs0,cs0,128,255,0,0,0xbd5f,0xed38,0,Start,2,1,1,240,92,148,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,6.354492,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,147928,92.000000,148.000000
07/03.06:03:04.801400,07/03.06:05:00.521086,1, e *      ,115.719688,115.719688,1728415872.000000,115.719688,0.000000,115.719688,115.719688,115.719688,UAA,UAA,e,e,192.168.10.9,204.93.43.11,tcp,1116,http,0,0,cs0,cs0,128,56,0,8,0xc610,0x3b10,0,Start,302,124,178,374888,7737,367151,0,0,0,-0.000000,25770.134766,530.592529,25239.542969,46,11,35,13.218391,0,0,0,0.000000,0,0,2.601113,1.062913,1.529558, ->,FIN,224768,30272,3383098269,1458434259,1460,1460,0.020154,0.020087,0.000067,MwsS,,148012,62.395161,2062.645996
07/03.06:03:04.920051,07/03.06:03:04.952901,1, e        ,0.032850,0.032850,1728415872.000000,0.032850,0.000000,0.032850,0.032850,0.032850,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,64010,domain,0,0,cs0,cs0,128,128,0,0,0xf109,0x235e,0,Start,4,2,2,458,168,290,0,0,0,-0.000000,55768.644531,20456.621094,35312.023438,0,0,0,0.000000,0,0,0,0.000000,,,91.324196,30.441399,30.441399,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148232,84.000000,145.000000
07/03.06:03:04.920282,07/03.06:03:04.952674,1, e        ,0.032392,0.032392,1728415872.000000,0.032392,0.000000,0.032392,0.032392,0.032392,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61068,domain,0,0,cs0,cs0,128,255,0,0,0xbe5f,0xec38,0,Start,2,1,1,251,95,156,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,30.871820,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148320,95.000000,156.000000
07/03.06:03:05.036792,07/03.06:03:05.067613,1, e        ,0.030821,0.030821,1728415872.000000,0.030821,0.000000,0.030821,0.030821,0.030821,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,61870,domain,0,0,cs0,cs0,128,128,0,0,0xf509,0x265e,0,Start,4,2,2,348,158,190,0,0,0,-0.000000,45164.011719,20505.500000,24658.511719,0,0,0,0.000000,0,0,0,0.000000,,,97.336235,32.445412,32.445412,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148404,79.000000,95.000000
07/03.06:03:05.037000,07/03.06:03:05.067415,1, e        ,0.030415,0.030415,1728415872.000000,0.030415,0.000000,0.030415,0.030415,0.030415,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61201,domain,0,0,cs0,cs0,128,255,0,0,0xc15f,0xee38,0,Start,2,1,1,196,90,106,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,32.878513,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148488,90.000000,106.000000
07/03.06:03:05.068327,07/03.06:03:05.068491,1, e        ,0.000164,0.000164,1728415872.000000,0.000164,0.000000,0.000164,0.000164,0.000164,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,60601,domain,0,0,cs0,cs0,128,128,0,0,0xf609,0x275e,0,Start,4,2,2,348,158,190,0,0,0,-0.000000,8487805.000000,3853658.500000,4634146.500000,0,0,0,0.000000,0,0,0,0.000000,,,18292.683594,6097.561035,6097.561035,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148572,79.000000,95.000000
07/03.06:03:05.068676,07/03.06:03:05.099241,1, e        ,0.030565,0.030565,1728415872.000000,0.030565,0.000000,0.030565,0.030565,0.030565,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,61935,domain,0,0,cs0,cs0,128,128,0,0,0xf709,0x295e,0,Start,4,2,2,372,158,214,0,0,0,-0.000000,48683.136719,20677.246094,28005.890625,0,0,0,0.000000,0,0,0,0.000000,,,98.151482,32.717159,32.717159,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148656,79.000000,107.000000
07/03.06:03:05.068860,07/03.06:03:05.099068,1, e        ,0.030208,0.030208,1728415872.000000,0.030208,0.000000,0.030208,0.030208,0.030208,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,60549,domain,0,0,cs0,cs0,128,255,0,0,0xc45f,0xef38,0,Start,2,1,1,208,90,118,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,33.103813,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,148740,90.000000,118.000000
07/03.06:03:05.069906,07/03.06:06:05.823426,1, e        ,180.753525,180.753525,1728415872.000000,180.753525,0.000000,180.753525,180.753525,180.753525,UAA,UAA,e,e,192.168.10.9,172.217.10.46,tcp,1117,https,0,0,cs0,cs0,128,52,0,12,0x7e13,0xe301,0,Start,44,23,21,9470,2276,7194,0,0,0,-0.000000,399.660248,96.396461,303.263794,0,0,0,0.000000,0,0,0,0.000000,0,0,0.237893,0.121713,0.110648, ->,FIN,66048,46080,809693501,1529282883,1460,1380,0.036583,0.036452,0.000131,MwsS,,148824,98.956520,342.571442
07/03.06:03:05.217544,07/03.06:03:05.278686,1, e        ,0.061142,0.061142,1728415872.000000,0.061142,0.000000,0.061142,0.061142,0.061142,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,57580,domain,0,0,cs0,cs0,128,128,0,0,0x030a,0x2b5e,0,Start,4,2,2,430,170,260,0,0,0,-0.000000,28131.234375,11121.651367,17009.583984,0,0,0,0.000000,0,0,0,0.000000,,,49.066109,16.355370,16.355370,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149036,85.000000,130.000000
07/03.06:03:05.217834,07/03.06:03:05.278470,1, e        ,0.060636,0.060636,1728415872.000000,0.060636,0.000000,0.060636,0.060636,0.060636,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,60121,domain,0,0,cs0,cs0,128,255,0,0,0xc65f,0xf038,0,Start,2,1,1,237,96,141,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,16.491854,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149124,96.000000,141.000000
07/03.06:03:05.279382,07/03.06:03:36.316092,1, e *      ,31.036711,31.036711,1728415872.000000,31.036711,0.000000,31.036711,31.036711,31.036711,UAA,UAA,e,e,192.168.10.9,206.126.112.141,tcp,1118,https,0,0,cs0,cs0,128,57,0,7,0x070f,0x4390,0,Start,2586,1189,1397,3043637,73860,2969777,0,0,0,-0.000000,783961.937500,19022.119141,764939.812500,285,3,282,9.926855,0,0,0,0.000000,0,0,83.288467,38.277252,44.978992, ->,RST,363520,31488,318301964,3546062164,1460,1460,0.015190,0.015121,0.000069,MwsS,,149208,62.119427,2125.824707
07/03.06:03:05.279848,07/03.06:03:05.280013,1, e        ,0.000165,0.000165,1728415872.000000,0.000165,0.000000,0.000165,0.000165,0.000165,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,64819,domain,0,0,cs0,cs0,128,128,0,0,0x050a,0x2c5e,0,Start,4,2,2,364,166,198,0,0,0,-0.000000,8824242.000000,4024242.250000,4800000.000000,0,0,0,0.000000,0,0,0,0.000000,,,18181.818359,6060.605957,6060.605957,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149428,83.000000,99.000000
07/03.06:03:05.280372,07/03.06:03:05.311365,1, e        ,0.030993,0.030993,1728415872.000000,0.030993,0.000000,0.030993,0.030993,0.030993,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,51821,domain,0,0,cs0,cs0,128,128,0,0,0x060a,0x2e5e,0,Start,4,2,2,388,166,222,0,0,0,-0.000000,50075.824219,21424.193359,28651.630859,0,0,0,0.000000,0,0,0,0.000000,,,96.796051,32.265350,32.265350,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149512,83.000000,111.000000
07/03.06:03:05.280553,07/03.06:03:05.311187,1, e        ,0.030634,0.030634,1728415872.000000,0.030634,0.000000,0.030634,0.030634,0.030634,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,61752,domain,0,0,cs0,cs0,128,255,0,0,0xc95f,0xf138,0,Start,2,1,1,216,94,122,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,32.643467,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149596,94.000000,122.000000
07/03.06:03:05.322467,07/03.06:03:05.383335,1, e        ,0.060868,0.060868,1728415872.000000,0.060868,0.000000,0.060868,0.060868,0.060868,UAA,UAA,e,e,192.168.10.9,192.168.10.3,udp,49373,domain,0,0,cs0,cs0,128,128,0,0,0x0a0a,0x305e,0,Start,4,2,2,396,158,238,0,0,0,-0.000000,26023.527344,10383.124023,15640.402344,0,0,0,0.000000,0,0,0,0.000000,,,49.286983,16.428995,16.428995,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149680,79.000000,119.000000
07/03.06:03:05.322639,07/03.06:03:05.383132,1, e        ,0.060493,0.060493,1728415872.000000,0.060493,0.000000,0.060493,0.060493,0.060493,UAA,UAA,e,e,192.168.10.3,192.168.10.1,udp,60132,domain,0,0,cs0,cs0,128,255,0,0,0xcb5f,0xf238,0,Start,2,1,1,220,90,130,0,0,0,-0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000,,,16.530838,0.000000,0.000000,<->,CON,,,,,,,0.000000,0.000000,0.000000,,,149764,90.000000,130.000000
